frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
355, 0, 13.111, 0.98, 1, 0.07, 0.00, 0.86, 0.00, 0.00, 0.00, 0.10, 2.59, 0.95, 2.82, 0.00, 0.00, 0.00, 0.00, 0.69, 0.40, 0.05, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
356, 0, 13.148, 0.98, 1, 0.04, 0.00, 0.84, 0.00, 0.00, 0.00, 0.13, 2.53, 0.91, 2.93, 0.00, 0.02, 0.00, 0.00, 0.98, 0.46, 0.10, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
357, 0, 13.185, 0.98, 1, 0.04, 0.00, 0.89, 0.00, 0.00, 0.00, 0.09, 2.50, 0.89, 3.00, 0.01, 0.11, 0.00, 0.00, 1.20, 0.46, 0.19, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
358, 0, 13.222, 0.98, 1, 0.02, 0.00, 0.90, 0.00, 0.00, 0.00, 0.05, 2.46, 0.84, 3.06, 0.01, 0.16, 0.02, 0.00, 1.36, 0.55, 0.17, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
359, 0, 13.259, 0.98, 1, 0.02, 0.00, 0.92, 0.00, 0.00, 0.00, 0.02, 2.48, 0.84, 3.08, 0.01, 0.19, 0.02, 0.00, 1.40, 0.52, 0.17, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
360, 0, 13.296, 0.98, 1, 0.03, 0.00, 0.94, 0.00, 0.00, 0.00, 0.06, 2.29, 0.73, 2.92, 0.00, 0.30, 0.04, 0.00, 1.28, 0.63, 0.10, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
361, 0, 13.333, 0.98, 1, 0.01, 0.00, 0.99, 0.00, 0.00, 0.00, 0.09, 2.10, 0.65, 2.80, 0.00, 0.41, 0.02, 0.00, 1.14, 0.75, 0.07, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
362, 0, 13.370, 0.98, 1, 0.04, 0.00, 0.92, 0.00, 0.00, 0.00, 0.09, 1.64, 0.47, 2.01, 0.00, 1.00, 0.02, 0.00, 0.71, 1.13, 0.14, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
363, 0, 13.407, 0.98, 1, 0.03, 0.00, 0.80, 0.00, 0.00, 0.00, 0.05, 1.30, 0.37, 1.34, 0.00, 1.49, 0.00, 0.00, 0.35, 1.44, 0.30, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
364, 0, 13.444, 0.98, 1, 0.03, 0.00, 0.68, 0.00, 0.00, 0.00, 0.00, 0.96, 0.29, 0.68, 0.03, 2.03, 0.00, 0.00, 0.00, 1.74, 0.44, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
365, 0, 13.481, 0.98, 1, 0.04, 0.06, 0.66, 0.00, 0.00, 0.00, 0.00, 0.79, 0.26, 0.68, 0.03, 2.15, 0.00, 0.00, 0.00, 2.07, 0.46, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
366, 0, 13.519, 0.98, 1, 0.09, 0.10, 0.65, 0.00, 0.00, 0.00, 0.00, 0.65, 0.23, 0.71, 0.03, 2.18, 0.00, 0.00, 0.00, 2.36, 0.36, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
367, 0, 13.556, 0.98, 1, 0.19, 0.34, 0.69, 0.00, 0.00, 0.00, 0.00, 0.41, 0.17, 0.75, 0.00, 2.37, 0.00, 0.00, 0.09, 2.67, 0.33, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
368, 0, 13.593, 0.98, 1, 0.20, 0.46, 0.69, 0.00, 0.00, 0.00, 0.00, 0.31, 0.11, 0.87, 0.00, 2.46, 0.00, 0.00, 0.09, 2.63, 0.32, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
369, 0, 13.630, 0.98, 1, 0.21, 0.52, 0.74, 0.00, 0.00, 0.00, 0.00, 0.25, 0.10, 1.05, 0.00, 2.72, 0.00, 0.00, 0.09, 2.57, 0.34, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
370, 0, 13.667, 0.98, 1, 0.12, 0.35, 0.75, 0.00, 0.00, 0.00, 0.00, 0.21, 0.06, 1.08, 0.00, 2.77, 0.35, 0.07, 0.00, 2.26, 0.39, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
371, 0, 13.704, 0.98, 1, 0.11, 0.27, 0.77, 0.00, 0.00, 0.00, 0.00, 0.12, 0.05, 0.97, 0.00, 2.91, 0.69, 0.14, 0.00, 1.92, 0.40, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
372, 0, 13.741, 0.98, 1, 0.08, 0.22, 0.82, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.85, 0.00, 2.88, 1.07, 0.23, 0.00, 1.59, 0.43, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
373, 0, 13.778, 0.98, 1, 0.06, 0.29, 0.69, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.56, 1.67, 2.96, 1.30, 0.65, 0.00, 0.99, 0.36, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
374, 0, 13.815, 0.98, 1, 0.03, 0.36, 0.53, 0.04, 0.00, 0.00, 0.32, 0.00, 0.00, 0.30, 3.33, 2.59, 0.96, 1.35, 0.00, 0.49, 0.32, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
375, 0, 13.852, 0.98, 1, 0.06, 0.46, 0.31, 0.04, 0.00, 0.00, 0.33, 0.00, 0.00, 0.00, 5.00, 2.06, 0.58, 1.91, 0.20, 0.66, 0.33, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
376, 0, 13.889, 0.98, 1, 0.06, 0.38, 0.24, 0.10, 0.00, 0.00, 0.32, 0.06, 0.00, 0.42, 4.99, 1.67, 0.10, 1.80, 0.93, 1.14, 0.40, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
377, 0, 13.926, 0.98, 1, 0.04, 0.26, 0.19, 0.07, 0.00, 0.00, 0.00, 0.40, 0.00, 1.04, 4.16, 1.66, 0.21, 1.21, 1.63, 1.41, 0.48, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
378, 0, 13.963, 0.98, 1, 0.00, 0.17, 0.11, 0.09, 0.00, 0.00, 0.00, 0.79, 0.00, 1.62, 3.23, 1.82, 0.32, 0.70, 2.21, 1.02, 0.48, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
379, 0, 14.000, 0.98, 1, 0.00, 0.17, 0.05, 0.03, 0.00, 0.00, 0.00, 1.26, 0.20, 1.85, 1.82, 1.59, 0.30, 0.39, 2.30, 0.56, 0.50, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
380, 0, 14.037, 0.98, 1, 0.00, 0.16, 0.00, 0.02, 0.00, 0.00, 0.00, 1.44, 0.40, 1.78, 1.22, 1.41, 0.20, 0.21, 2.28, 0.31, 0.55, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
381, 0, 14.074, 0.98, 1, 0.04, 0.19, 0.01, 0.00, 0.00, 0.00, 0.00, 1.73, 0.66, 1.86, 0.68, 1.29, 0.18, 0.08, 2.41, 0.17, 0.61, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
382, 0, 14.111, 0.98, 1, 0.07, 0.16, 0.01, 0.00, 0.00, 0.00, 0.00, 1.84, 0.74, 1.84, 0.64, 1.36, 0.10, 0.01, 2.40, 0.24, 0.59, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
383, 0, 14.148, 0.98, 1, 0.07, 0.16, 0.01, 0.00, 0.00, 0.00, 0.00, 1.91, 0.80, 1.93, 0.63, 1.36, 0.10, 0.03, 2.59, 0.28, 0.57, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
384, 0, 14.185, 0.98, 1, 0.03, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 1.77, 0.85, 1.78, 0.43, 1.13, 0.00, 0.02, 1.93, 0.15, 0.58, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
385, 0, 14.222, 0.98, 1, 0.00, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 1.69, 0.88, 1.68, 0.23, 0.85, 0.00, 0.02, 1.32, 0.06, 0.57, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
386, 0, 14.259, 0.98, 1, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 1.71, 0.92, 1.47, 0.00, 0.52, 0.00, 0.00, 0.63, 0.00, 0.51, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
387, 0, 14.296, 0.98, 1, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 1.84, 0.94, 1.41, 0.00, 0.39, 0.00, 0.00, 0.64, 0.00, 0.53, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
388, 0, 14.333, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.96, 0.96, 1.32, 0.00, 0.24, 0.00, 0.00, 0.69, 0.00, 0.58, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
389, 0, 14.370, 0.98, 1, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 2.03, 0.98, 1.42, 0.00, 0.16, 0.00, 0.00, 0.86, 0.00, 0.56, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
390, 0, 14.407, 0.98, 1, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 2.03, 0.97, 1.50, 0.00, 0.07, 0.00, 0.00, 0.96, 0.00, 0.40, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
391, 0, 14.444, 0.98, 1, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 1.99, 0.96, 1.59, 0.00, 0.01, 0.00, 0.00, 1.02, 0.00, 0.26, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
392, 0, 14.481, 0.98, 1, 0.03, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 2.12, 0.91, 1.84, 0.00, 0.00, 0.00, 0.00, 1.09, 0.00, 0.42, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
393, 0, 14.519, 0.98, 1, 0.09, 0.00, 0.06, 0.00, 0.00, 0.00, 0.00, 2.27, 0.86, 2.08, 0.00, 0.00, 0.00, 0.00, 1.22, 0.00, 0.64, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
394, 0, 14.556, 0.98, 1, 0.09, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 2.23, 0.69, 2.19, 0.10, 0.05, 0.07, 0.00, 1.53, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
395, 0, 14.593, 0.98, 1, 0.07, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 2.06, 0.57, 2.17, 0.17, 0.15, 0.17, 0.00, 1.75, 0.00, 1.06, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
396, 0, 14.630, 0.98, 1, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 1.91, 0.45, 2.20, 0.27, 0.21, 0.31, 0.00, 1.93, 0.00, 1.12, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
397, 0, 14.667, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.97, 0.45, 2.35, 0.31, 0.24, 0.36, 0.00, 1.95, 0.00, 1.07, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
398, 0, 14.704, 0.98, 1, 0.00, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 1.92, 0.41, 2.36, 0.41, 0.41, 0.27, 0.06, 1.75, 0.00, 1.01, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
399, 0, 14.741, 0.98, 1, 0.00, 0.00, 0.07, 0.00, 0.00, 0.00, 0.00, 1.90, 0.38, 2.31, 0.39, 0.56, 0.23, 0.13, 1.68, 0.00, 0.97, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
400, 0, 14.778, 0.98, 1, 0.00, 0.00, 0.09, 0.00, 0.00, 0.00, 0.00, 1.83, 0.34, 2.30, 0.55, 0.85, 0.24, 0.41, 1.80, 0.00, 0.85, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
401, 0, 14.815, 0.98, 1, 0.00, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 1.85, 0.34, 2.27, 0.74, 0.94, 0.35, 0.65, 2.11, 0.00, 0.78, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
402, 0, 14.852, 0.98, 1, 0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 0.00, 1.85, 0.33, 2.32, 0.90, 1.10, 0.35, 0.85, 2.28, 0.00, 0.73, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
403, 0, 14.889, 0.98, 1, 0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 1.44, 0.24, 1.94, 1.72, 0.74, 0.21, 0.74, 2.39, 0.54, 0.60, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
404, 0, 14.926, 0.98, 1, 0.00, 0.00, 0.19, 0.00, 0.00, 0.00, 0.00, 0.95, 0.13, 1.61, 2.57, 0.39, 0.10, 0.65, 2.51, 1.10, 0.47, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
405, 0, 14.963, 0.98, 1, 0.00, 0.00, 0.24, 0.00, 0.00, 0.00, 0.00, 0.42, 0.02, 1.25, 3.59, 0.02, 0.00, 0.53, 2.57, 1.72, 0.32, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
406, 0, 15.000, 0.98, 1, 0.00, 0.00, 0.30, 0.00, 0.00, 0.00, 0.00, 0.23, 0.05, 1.09, 4.07, 0.02, 0.00, 0.87, 2.89, 2.32, 0.20, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
407, 0, 15.037, 0.98, 1, 0.00, 0.00, 0.36, 0.00, 0.00, 0.00, 0.00, 0.20, 0.14, 1.17, 4.06, 0.00, 0.00, 0.95, 2.97, 2.52, 0.12, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
408, 0, 15.074, 0.98, 1, 0.00, 0.00, 0.47, 0.00, 0.00, 0.00, 0.00, 0.27, 0.17, 1.24, 4.47, 0.08, 0.00, 1.15, 3.09, 2.34, 0.01, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
409, 0, 15.111, 0.98, 1, 0.00, 0.00, 0.52, 0.00, 0.00, 0.00, 0.00, 0.56, 0.17, 1.61, 4.19, 0.13, 0.01, 0.94, 2.92, 1.63, 0.05, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
410, 0, 15.148, 0.98, 1, 0.00, 0.00, 0.50, 0.00, 0.00, 0.00, 0.00, 0.77, 0.13, 1.69, 4.42, 0.23, 0.01, 0.97, 2.97, 1.25, 0.07, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00
411, 0, 15.185, 0.98, 1, 0.00, 0.00, 0.50, 0.00, 0.00, 0.00, 0.00, 1.09, 0.15, 1.98, 3.46, 0.23, 0.17, 0.86, 3.28, 1.14, 0.08, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00
412, 0, 15.222, 0.98, 1, 0.00, 0.00, 0.49, 0.00, 0.00, 0.00, 0.00, 1.35, 0.20, 2.11, 2.61, 0.32, 0.16, 0.68, 3.23, 0.90, 0.06, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00
413, 0, 15.259, 0.98, 1, 0.00, 0.01, 0.58, 0.00, 0.00, 0.00, 0.00, 1.78, 0.32, 2.19, 1.18, 0.22, 0.22, 0.37, 2.94, 0.57, 0.03, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00
414, 0, 15.296, 0.98, 1, 0.00, 0.01, 0.64, 0.00, 0.00, 0.00, 0.00, 1.99, 0.45, 2.07, 0.48, 0.14, 0.06, 0.12, 2.33, 0.27, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
415, 0, 15.333, 0.98, 1, 0.00, 0.01, 0.69, 0.00, 0.00, 0.00, 0.00, 2.11, 0.54, 1.99, 0.00, 0.00, 0.06, 0.00, 1.93, 0.09, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
416, 0, 15.370, 0.98, 1, 0.00, 0.01, 0.67, 0.00, 0.00, 0.00, 0.07, 1.97, 0.54, 1.70, 0.00, 0.13, 0.00, 0.00, 1.29, 0.04, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
417, 0, 15.407, 0.98, 1, 0.00, 0.01, 0.61, 0.00, 0.00, 0.00, 0.14, 1.86, 0.53, 1.38, 0.00, 0.29, 0.00, 0.00, 0.72, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
418, 0, 15.444, 0.98, 1, 0.00, 0.01, 0.51, 0.00, 0.00, 0.00, 0.20, 1.81, 0.52, 1.11, 0.00, 0.45, 0.00, 0.00, 0.19, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
419, 0, 15.481, 0.98, 1, 0.00, 0.00, 0.48, 0.00, 0.00, 0.00, 0.21, 1.73, 0.48, 0.99, 0.00, 0.53, 0.00, 0.00, 0.11, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
420, 0, 15.519, 0.88, 1, 0.00, 0.00, 0.47, 0.00, 0.00, 0.00, 0.19, 1.67, 0.44, 0.91, 0.00, 0.60, 0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
421, 0, 15.556, 0.88, 1, 0.00, 0.00, 0.53, 0.00, 0.00, 0.00, 0.19, 1.58, 0.38, 0.83, 0.00, 0.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
422, 0, 15.593, 0.88, 1, 0.00, 0.00, 0.58, 0.00, 0.00, 0.00, 0.18, 1.58, 0.32, 0.90, 0.00, 0.71, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
423, 0, 15.630, 0.98, 1, 0.00, 0.00, 0.62, 0.00, 0.00, 0.00, 0.19, 1.58, 0.27, 0.96, 0.00, 0.75, 0.00, 0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
424, 0, 15.667, 0.98, 1, 0.00, 0.00, 0.51, 0.00, 0.00, 0.00, 0.13, 1.58, 0.21, 1.07, 0.00, 0.81, 0.00, 0.00, 0.00, 0.21, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
425, 0, 15.704, 0.98, 1, 0.00, 0.00, 0.36, 0.00, 0.00, 0.00, 0.10, 1.62, 0.19, 1.08, 0.00, 0.87, 0.00, 0.00, 0.00, 0.29, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
